X1,X2,X3,X4,Y
1.518,1.443,6.615,C,37.707
3.104,-0.631,9.814,B,23.026
2.898,0.941,6.505,B,18.784
3.139,-0.729,12.103,B,27.094
3.245,0.974,7.936,A,30.737
2.028,2.848,7.510,A,36.275
3.075,1.768,5.495,C,29.730
1.126,1.088,6.150,C,36.631
4.422,-0.277,8.094,A,44.260
1.574,0.051,6.408,A,25.025
0.886,0.524,6.207,A,24.601
5.100,0.084,5.856,C,11.734
1.700,-1.279,11.379,C,33.027
2.568,-0.589,4.871,A,26.435
3.202,2.880,9.917,A,49.465
3.283,-2.051,3.679,C,-4.827
2.246,0.355,8.431,B,18.358
1.268,-0.010,11.438,C,45.984
4.730,1.271,7.200,B,25.565
4.707,0.086,8.361,B,24.469
3.485,-0.263,9.805,A,45.702
2.625,-2.783,7.944,C,13.194
3.760,2.937,5.071,A,32.615
1.341,-0.883,4.649,A,20.976
3.803,-1.538,10.649,A,47.667
3.013,-2.237,7.018,C,10.096
2.695,0.176,7.488,A,35.848
1.966,1.407,11.271,C,51.134
3.647,1.756,4.321,A,33.305
2.703,-1.920,8.999,A,36.336
5.020,2.606,4.593,B,19.122
1.501,-0.663,5.607,B,16.609
1.526,-1.918,11.594,A,39.653
4.580,2.283,3.457,C,21.685
1.795,0.034,4.577,B,13.864
3.987,0.877,6.151,C,22.886
3.439,2.140,8.742,B,20.889
1.435,1.789,8.908,C,49.746
1.740,1.117,4.759,C,32.110
5.201,1.296,6.523,C,22.901
3.689,-0.738,11.844,C,28.017
4.137,-1.259,3.760,A,31.861
3.798,-1.868,11.938,B,27.494
2.109,-2.249,10.353,A,38.386
4.218,-3.424,4.207,A,31.506
3.246,-2.942,10.496,C,19.675
1.989,-1.472,9.227,B,17.222
3.753,-0.058,5.099,C,17.885
4.151,-1.068,10.764,A,49.576
4.294,-1.708,7.018,C,5.796
2.384,-0.338,6.924,A,32.883
3.777,-1.945,3.731,B,17.924
3.589,1.913,3.937,B,18.024
3.755,1.666,7.322,C,32.772
1.175,-1.219,9.761,B,19.534
3.801,2.334,5.169,A,34.927
2.269,2.424,10.322,C,57.409
1.060,-2.198,9.164,A,31.771
4.038,1.405,11.316,A,59.477
4.167,0.354,7.771,B,24.822
1.294,0.015,9.390,C,34.846
3.479,-1.460,5.296,A,30.381
2.634,0.920,7.373,C,31.630
4.060,-2.432,5.623,A,30.871
0.709,0.205,4.765,C,21.386
1.837,-1.140,6.978,C,18.504
3.576,-2.853,3.829,A,23.641
4.207,1.796,4.343,A,33.777
3.362,-2.222,8.196,C,14.685
1.762,-1.907,9.608,B,19.707
2.671,2.270,6.234,A,34.651
0.812,2.116,4.282,C,36.770
1.148,1.648,7.877,B,22.598
1.371,-0.994,5.662,A,27.624
2.513,-2.674,8.471,A,33.083
4.659,2.005,7.007,A,42.892
1.501,3.271,10.920,B,21.369
1.221,-1.299,9.824,B,21.255
3.834,0.316,4.549,C,13.680
3.845,-2.906,11.232,A,49.321
2.989,-3.164,8.919,B,24.155
3.248,2.440,5.454,C,41.146
2.286,-0.476,4.679,A,25.321
5.157,-0.932,9.545,A,50.668
2.624,0.254,8.705,B,20.867
1.327,-0.240,6.553,B,15.081
1.153,-0.032,11.714,C,43.680
1.199,-0.616,6.452,A,27.530
3.354,-1.391,4.349,B,18.333
1.494,-1.911,6.716,B,17.207
1.412,1.587,3.515,A,15.034
1.208,-0.615,6.772,C,23.936
2.775,1.641,10.299,C,43.615
1.832,0.967,5.444,B,17.116
3.114,0.411,5.135,A,26.858
1.412,1.184,10.207,B,23.266
1.412,0.934,4.311,C,24.776
1.113,2.284,8.457,A,30.852
4.696,-0.935,8.815,C,11.732
1.822,0.120,5.246,B,19.578
0.834,-0.530,6.978,B,19.391
2.910,0.877,6.140,A,35.726
4.470,-0.532,10.217,C,32.099
0.911,0.621,9.198,B,17.230
1.689,-0.321,6.705,B,20.141
5.165,-2.636,4.713,B,22.462
2.233,0.222,3.036,C,20.900
2.465,1.651,4.035,A,26.501
1.835,-1.292,5.621,A,28.888
1.872,1.658,6.442,A,26.509
3.694,1.648,5.884,A,33.759
2.717,0.120,9.183,A,38.608
3.554,2.268,4.675,C,32.811
2.262,-1.416,5.528,A,26.258
1.457,2.394,4.574,C,44.598
2.233,-1.814,3.239,B,13.787
3.321,-1.390,7.365,A,35.053
1.843,-2.679,11.984,C,18.365
2.739,2.885,10.791,B,24.300
4.433,2.810,9.693,C,45.265
3.593,1.833,3.813,C,26.966
4.592,0.537,9.410,A,51.100
3.507,-2.773,12.264,C,19.241
3.926,2.807,10.888,A,54.317
1.851,1.799,9.182,C,53.477
5.297,2.284,11.217,B,31.572
2.141,2.326,7.239,B,19.171
4.392,-1.196,12.068,B,29.449
3.091,1.587,8.030,B,23.241
4.432,-1.400,9.623,A,48.532
3.314,-0.396,8.993,B,24.073
4.313,-0.929,8.606,A,47.948
4.769,-1.232,6.791,A,42.451
4.156,2.331,6.165,A,35.176
1.057,0.485,8.232,A,27.532
4.752,-1.792,5.093,B,18.286
1.276,2.407,6.280,A,25.122
1.250,-2.823,8.382,C,16.348
1.226,1.404,7.035,C,36.931
3.310,-1.820,10.139,C,20.881
4.815,2.332,11.596,A,59.147
2.595,1.926,4.971,B,20.516
2.989,-2.124,4.568,B,22.193
2.042,-1.664,4.933,B,18.575
5.014,-0.412,9.500,A,49.679
5.222,-3.110,3.089,A,31.829
1.741,1.195,7.368,C,34.387
3.486,-1.181,9.053,B,24.026
1.680,-2.311,10.221,C,25.207
5.099,1.602,4.502,B,23.549
1.994,-2.991,4.850,A,20.613
4.803,-0.519,9.625,B,27.582
3.779,2.720,6.264,C,39.356
3.272,0.149,6.919,A,35.252
1.110,-0.695,11.376,A,40.969
3.064,1.261,3.860,A,28.700
3.859,3.094,6.402,A,40.700
4.690,0.904,6.439,A,43.044
2.622,1.352,8.401,C,44.129
3.180,0.209,11.119,B,27.137
3.500,2.489,11.064,B,23.285
3.280,-1.851,9.345,A,38.422
1.618,1.046,7.172,C,29.229
4.794,0.204,2.568,A,27.903
2.194,0.207,9.841,C,31.710
4.892,0.117,7.409,C,21.506
1.200,-1.035,5.628,A,25.482
2.066,2.796,3.417,C,34.479
1.799,-1.104,6.932,A,29.310
4.785,-1.716,3.326,A,26.332
5.249,1.285,7.413,B,22.757
4.549,0.528,9.515,C,28.036
3.294,0.926,3.822,C,24.780
2.550,-2.626,8.508,B,20.703
3.190,-1.483,4.330,C,3.283
1.899,0.648,5.632,C,31.360
4.215,1.479,7.421,C,29.852
4.904,-2.433,9.716,B,28.232
3.297,2.722,6.795,B,23.268
2.702,1.924,11.515,C,53.284
3.480,0.825,6.109,C,30.238
1.231,-1.739,10.697,C,29.499
2.723,-2.320,10.566,B,20.961
2.499,-0.431,11.882,A,48.069
4.001,2.136,10.159,C,43.979
2.153,-1.177,10.421,C,23.567
1.336,1.533,10.374,B,17.755
3.824,-1.352,3.374,B,20.020
2.426,-2.389,4.914,C,1.765
2.392,-2.442,9.362,C,18.265
2.430,1.399,11.496,B,25.870
3.018,-1.677,9.306,B,19.667
2.260,1.128,8.757,A,38.694
0.623,-1.169,7.414,B,18.952
3.741,1.086,10.587,C,38.325
4.282,-0.138,9.200,B,25.188
2.027,1.573,10.451,A,43.088
4.058,-2.552,10.350,C,10.192
2.950,-1.034,8.203,B,25.450
5.029,-0.029,5.073,A,37.634
1.860,0.425,6.480,B,20.308
2.696,2.386,9.895,C,48.643
1.649,1.556,9.011,C,44.780
1.380,-1.509,5.662,A,19.834
3.510,-1.755,5.357,B,19.701
2.735,-2.038,10.059,B,26.238
4.216,0.654,10.818,C,39.002
1.352,0.854,6.327,A,26.437
2.137,-0.974,8.297,B,19.366
2.743,2.138,10.880,C,51.387
4.452,2.130,4.782,C,27.052
4.173,0.147,7.798,C,24.580
3.061,1.664,3.017,B,15.815
3.896,-1.544,7.330,A,37.860
3.449,-1.963,4.632,A,26.406
2.033,-2.303,6.201,A,23.580
4.789,-0.993,10.460,A,48.543
3.273,-2.839,6.924,B,23.725
4.692,-1.978,8.077,A,40.119
5.222,1.956,6.838,B,28.934
3.303,1.242,6.778,A,37.608
2.357,-0.953,5.417,B,17.677
2.043,-3.098,5.664,A,29.121
0.967,-1.619,8.988,A,34.189
3.403,-1.117,3.742,B,17.358
2.513,1.251,4.488,B,15.416
2.406,2.114,4.227,A,26.737
1.889,-1.051,7.977,B,18.560
1.130,-1.290,5.408,B,16.956
4.505,-0.450,10.712,A,55.921
1.576,0.053,3.232,C,19.885
3.288,-0.430,11.698,A,41.955
3.044,2.808,8.763,C,49.282
2.028,2.714,8.733,C,53.649
2.799,-2.997,8.707,A,34.436
0.978,-1.448,7.469,C,24.291
2.844,1.615,11.701,C,46.006
2.110,-0.001,7.635,C,35.583
2.268,2.542,9.712,C,53.498
4.958,-0.626,4.680,A,35.344
3.344,0.950,8.888,B,24.566
1.930,-2.781,5.192,C,2.186
2.690,0.419,7.173,A,34.248
1.913,0.519,5.276,A,26.815
4.199,1.848,2.941,B,18.795
3.062,-0.840,8.020,C,12.533
1.021,0.631,8.004,C,31.627
1.452,1.054,6.613,C,34.063
2.059,1.013,10.166,B,22.673
2.382,-0.495,8.007,C,21.949
4.317,-2.296,9.007,B,22.908
2.628,-1.467,11.355,C,27.106
1.681,1.721,4.868,A,22.193
4.226,1.601,12.102,C,42.734
4.536,-1.282,6.522,C,9.564
2.698,3.265,5.415,A,31.508
3.840,2.564,5.447,B,24.302
2.313,0.873,4.441,B,14.738
0.359,1.951,8.741,B,20.139
1.595,-1.148,4.215,B,13.484
4.234,-0.686,4.481,C,8.972
2.499,1.937,8.292,C,50.028
4.791,-0.118,4.967,A,35.286
1.728,-0.405,10.206,C,31.013
3.012,-2.384,3.064,B,17.678
3.955,-1.446,3.148,A,30.291
3.770,1.956,10.916,A,52.556
3.017,1.702,7.233,C,37.738
1.221,1.892,4.946,C,34.812
4.915,-2.125,10.801,B,27.195
3.074,-0.677,4.676,A,23.838
3.866,0.219,2.825,C,10.118
4.031,-0.967,5.006,A,30.036
3.627,-2.948,7.397,C,4.036
4.946,1.626,7.376,A,43.901
3.504,2.433,8.072,C,39.638
2.070,0.314,3.542,B,13.491
3.305,2.051,9.159,A,43.217
1.979,-1.576,3.920,C,9.208
3.108,1.211,9.884,A,47.850
2.061,-0.590,9.787,A,37.379
2.945,-0.337,8.650,B,25.518
1.470,0.257,6.739,C,22.899
2.911,-1.342,3.252,A,20.544
2.632,-1.854,4.595,C,4.325
4.087,2.941,5.191,B,18.919
4.780,1.445,8.324,B,26.400
3.101,-0.120,9.985,A,44.751
2.604,0.426,10.794,A,47.373
3.795,3.509,11.852,B,24.820
3.171,2.633,4.466,A,29.816
0.865,1.633,11.192,B,19.453
3.581,-0.413,3.117,C,9.432
4.012,0.140,8.827,B,24.875
1.618,1.344,5.738,C,31.127
2.148,0.588,10.151,B,22.226
2.404,1.412,6.767,A,30.105
1.940,-0.856,5.457,A,22.550
4.372,-2.268,10.860,C,15.820
1.420,0.296,12.115,C,46.598
2.971,2.074,11.194,C,53.253
3.300,1.413,10.066,A,47.172
0.970,1.678,2.700,B,12.022
4.509,-0.849,5.745,B,22.508
3.433,-0.179,12.214,A,45.304
1.492,-0.168,9.312,C,35.374
3.887,0.016,5.348,A,34.211
4.527,1.046,10.452,C,31.934
2.238,0.097,8.692,C,41.075
1.196,2.999,9.976,A,36.302
4.323,1.407,7.067,B,24.357
4.251,2.783,6.425,C,39.804
2.501,2.119,6.152,C,43.303
4.391,3.197,6.530,A,42.394
1.677,-0.287,7.709,A,32.798
3.400,0.743,3.107,C,10.973
1.426,-1.406,7.359,C,19.066
2.137,-1.039,5.792,C,15.704
3.672,2.679,4.423,C,27.555
2.588,1.015,11.397,B,25.723
3.601,2.129,9.761,C,46.935
1.257,2.597,6.289,A,29.931
1.348,-0.056,8.704,A,33.941
1.708,1.552,6.810,A,31.576
4.999,-2.702,7.519,B,25.093
3.496,1.737,4.199,A,25.760
3.510,-0.586,9.364,C,26.597
3.620,0.091,7.973,C,24.709
3.051,2.011,6.375,A,34.190
4.992,-0.314,9.502,C,26.701
2.244,-2.029,10.589,C,22.005
1.476,-1.167,3.821,B,14.001
4.157,-3.075,9.946,A,46.411
0.925,0.653,6.830,B,16.259
1.487,0.399,5.226,C,28.353
2.069,2.354,10.221,A,42.700
1.056,-1.161,8.868,B,21.589
5.639,1.142,6.566,A,39.898
3.483,0.209,8.189,C,30.330
2.145,-0.989,7.338,B,20.094
2.288,-2.413,6.166,B,19.288
1.410,-0.228,9.654,A,38.993
4.262,1.529,9.090,B,24.664
2.781,-0.327,9.263,A,41.337
1.439,-1.918,5.959,C,18.132
3.470,-1.690,9.628,B,26.693
4.903,2.133,2.908,B,17.779
1.038,2.137,9.680,C,52.586
5.145,1.671,7.458,C,36.331
4.648,-0.467,7.605,C,15.085
1.394,-2.598,9.678,B,18.856
2.716,0.483,11.063,C,41.054
1.504,2.049,8.768,B,16.558
1.291,-3.333,6.789,C,7.163
2.967,2.481,9.700,B,26.445
2.342,1.357,7.893,C,36.393
3.420,-3.149,4.172,A,25.557
1.222,-0.527,9.902,B,17.966
4.266,-0.319,6.810,C,19.299
4.308,2.040,9.426,A,48.571
1.501,-0.702,3.581,B,15.524
3.570,-1.544,8.676,B,23.355
0.909,-0.881,3.733,A,19.437
2.552,0.076,5.386,B,19.511
2.243,-3.334,5.093,C,1.010
3.427,-0.122,2.794,C,7.906
3.342,2.618,5.837,C,40.974
2.708,1.310,8.133,C,35.571
1.821,0.587,3.311,B,10.071
1.119,-1.435,5.219,A,20.027
2.225,-1.646,10.690,C,24.891
4.383,-1.597,9.308,C,13.335
3.935,-0.088,4.187,B,22.681
3.299,-0.671,10.153,B,25.123
2.984,1.329,3.356,C,21.292
3.473,-0.067,8.214,C,20.776
3.147,-2.343,6.492,C,6.637
4.870,-1.779,8.998,C,7.736
2.468,1.816,7.187,B,17.877
2.413,2.206,9.390,B,20.772
3.372,1.570,8.637,A,42.076
0.993,1.019,5.162,B,19.156
0.977,3.006,10.557,B,20.484
4.608,-1.600,8.203,C,9.297
1.528,-1.653,9.909,A,37.417
3.832,1.150,5.577,A,38.233
4.201,2.045,10.634,A,53.459
3.532,-1.097,10.087,B,25.653
4.773,0.037,6.668,B,26.593
4.654,-0.094,12.041,A,58.234
1.283,-1.098,4.162,C,16.588
4.301,2.078,11.683,A,53.169
3.778,2.266,8.546,A,47.040
1.354,-0.320,6.048,B,14.562
1.576,-0.194,7.181,C,27.444
5.876,0.148,3.520,B,17.192
1.448,-2.217,11.206,B,18.209
3.366,-1.439,3.258,A,24.675
3.822,-1.189,11.256,B,25.564
0.877,2.681,3.550,B,14.267
2.393,1.436,11.101,B,28.432
2.023,-1.603,6.933,B,19.039
2.756,-2.711,9.864,B,20.973
3.994,-2.303,6.170,A,33.269
1.334,0.269,5.148,A,24.388
2.007,-1.256,3.936,B,15.449
4.236,2.558,5.306,B,21.535
4.470,-1.197,4.989,B,21.316
4.191,1.644,9.486,B,25.813
3.711,1.249,6.155,C,21.186
2.544,-1.577,8.862,A,35.270
3.875,0.842,4.895,A,34.449
1.068,-0.591,11.521,B,20.792
4.744,-1.873,10.550,A,50.138
2.384,0.597,5.915,C,25.614
5.193,-1.438,3.905,B,24.094
4.261,-1.942,4.912,A,26.013
1.426,2.865,5.683,B,16.780
2.783,-1.784,5.749,B,18.705
1.691,2.646,3.538,A,23.440
4.613,-0.720,3.079,B,20.807
2.780,0.554,5.450,B,18.066
3.789,-1.986,3.821,C,-3.676
3.091,2.310,4.126,A,28.999
1.943,-2.428,7.496,B,16.839
4.541,2.217,9.223,C,39.529
3.037,-1.250,8.575,C,21.477
4.412,-2.306,5.025,A,31.722
2.110,2.234,10.249,C,56.898
2.028,2.631,3.956,B,12.341
1.206,-3.149,9.789,C,16.539
1.512,2.528,9.455,B,21.204
1.762,-2.466,6.886,A,25.089
3.933,1.621,4.189,B,21.744
4.531,0.037,7.063,C,17.055
4.614,-1.617,10.039,C,19.761
1.377,-0.113,8.750,A,32.571
3.890,-1.679,9.259,B,23.462
4.500,1.706,7.344,A,44.640
4.743,-2.700,9.457,B,23.924
1.746,-2.004,9.760,A,39.519
4.544,0.116,8.448,A,43.390
3.543,-2.209,11.570,C,18.808
3.929,0.904,9.773,A,47.340
0.513,-2.110,8.417,C,19.180
3.860,-3.240,3.735,A,28.317
4.311,-1.470,6.996,C,9.388
2.728,-3.087,5.912,B,20.817
3.989,1.487,4.143,A,33.023
0.755,0.537,7.565,C,34.022
4.668,-0.025,11.791,B,31.159
1.750,-1.137,5.725,B,18.380
3.530,-0.155,9.480,A,41.824
5.125,-1.058,6.790,B,23.377
1.447,0.919,6.888,A,31.120
2.106,3.308,3.223,C,36.682
3.130,-1.019,9.016,B,18.647
3.689,-0.067,3.949,A,30.970
4.016,0.876,10.244,C,35.677
4.079,-1.944,5.145,C,-1.971
4.226,-1.582,9.684,B,23.968
3.361,0.295,4.847,C,16.115
1.537,-1.603,5.432,C,11.335
2.658,-0.050,10.128,A,42.112
1.321,2.435,4.147,B,13.603
3.278,-0.867,9.605,A,41.213
2.579,-0.485,4.110,A,22.392
1.422,-1.831,5.279,A,20.782
2.836,-0.692,2.690,A,20.124
1.744,-1.829,9.940,A,40.359
0.628,-0.437,10.155,C,32.097
1.738,-2.300,5.731,A,27.125
2.970,-1.307,6.377,B,19.287
3.485,-0.943,4.103,C,2.680
1.497,0.807,4.445,A,22.700
1.451,-1.499,5.809,B,18.980
3.412,-0.042,7.492,B,23.894
2.839,0.615,3.352,C,13.633
3.070,0.027,9.223,C,25.107
4.654,-1.611,7.519,A,40.725
2.250,1.544,4.575,B,20.813
3.653,-2.742,11.124,B,21.599
3.969,-0.256,4.218,C,10.056
4.098,0.683,5.324,C,23.285
3.313,-2.926,9.495,A,39.693
4.104,0.350,10.768,B,21.962
1.609,1.228,9.325,A,39.674
4.717,-0.155,4.717,B,22.346
3.353,0.515,7.202,C,33.989
4.538,1.387,5.873,C,21.257
2.579,2.009,3.185,A,25.714
1.883,-3.119,12.086,A,39.910
3.490,-0.581,4.395,A,25.058
1.801,0.338,9.822,B,21.562
1.426,0.795,10.718,C,47.457
3.174,0.149,5.438,A,30.431
2.580,3.180,8.342,A,39.690
2.469,-0.891,8.945,C,22.232
1.498,-1.324,7.997,B,20.168
2.924,-2.042,7.451,A,32.739
2.159,-0.148,9.313,C,32.505
2.408,-2.587,10.155,B,22.572
4.201,-1.474,9.866,A,47.781
3.644,-1.161,8.355,B,22.488
3.814,2.007,7.453,B,22.242
3.424,0.260,11.294,B,25.965
2.751,2.209,7.434,B,18.880
3.809,1.524,10.794,C,48.689
3.916,2.597,12.426,A,53.335
3.521,-3.242,12.181,B,26.458
2.105,1.675,9.079,C,39.913
4.847,1.482,6.959,B,23.257
2.252,-2.482,8.629,B,21.573
3.724,-0.329,10.145,B,25.494
4.855,3.288,5.660,A,45.915
3.295,-2.454,9.363,A,41.250
4.211,-1.863,5.311,A,31.730
2.800,-1.752,11.726,B,26.400
1.580,2.201,7.392,A,28.461
4.683,1.302,6.215,B,24.876
3.637,0.054,3.020,B,16.255
3.090,-0.414,9.042,A,40.622
2.200,-1.318,10.098,C,29.977
2.732,0.146,10.952,C,40.558
1.634,0.732,7.814,A,30.920
4.480,-0.210,5.633,C,13.276
3.490,1.479,9.015,C,37.533
3.330,-2.525,3.386,C,-4.277
2.063,-0.589,9.703,B,21.855
4.286,0.129,5.533,A,37.398
2.292,-2.855,4.842,B,14.902
0.919,-3.298,9.697,A,32.989
4.796,-1.375,10.229,A,53.921
4.058,-0.414,3.569,C,10.183
2.096,2.682,11.265,A,48.076
1.661,-0.574,8.789,A,33.906
2.768,-1.058,6.099,C,12.557
0.837,-3.282,2.569,C,0.985
4.476,2.523,5.489,B,19.573
2.006,0.904,4.226,C,27.311
1.492,-3.358,8.287,A,34.643
1.593,0.844,8.293,C,40.212
3.122,-0.635,4.198,C,8.965
3.043,-2.583,9.789,B,20.334
3.080,-1.690,10.405,A,43.699
1.624,-0.912,10.885,B,21.567
1.284,-0.218,5.799,A,25.356
2.851,2.051,3.014,B,14.883
4.842,0.348,2.816,A,31.935
1.564,1.512,11.299,C,54.333
1.652,-0.511,8.661,B,19.251
4.577,1.911,9.348,A,49.557
2.978,-1.188,8.424,C,20.925
5.000,2.976,4.690,A,36.122
2.559,2.330,11.247,B,20.152
4.823,2.981,11.112,B,28.146
3.123,1.743,5.880,B,18.803
1.346,-1.727,10.558,A,38.468
1.455,-0.726,9.905,B,20.876
1.440,-1.613,9.393,A,31.876
1.470,-0.799,3.087,B,13.436
2.034,-1.238,7.657,A,34.462
4.942,-0.625,10.200,C,25.967
1.810,-2.731,11.197,A,36.879
2.910,-1.009,4.521,C,8.458
4.855,1.907,10.106,C,42.710
4.694,1.384,11.886,B,30.194
4.452,0.949,5.516,A,34.849
4.415,1.700,11.550,A,59.212
3.098,-3.181,4.987,A,26.134
1.929,-0.867,7.943,A,32.616
2.191,-2.135,9.391,B,21.203
4.120,1.985,10.287,A,53.414
3.359,2.867,8.762,B,23.387
3.209,-2.797,7.289,C,1.538
3.628,0.113,8.441,B,28.656
4.518,0.157,3.308,C,8.549
2.530,-0.003,9.515,C,35.839
2.696,1.695,11.388,B,21.941
3.658,2.273,7.383,B,22.360
3.094,-1.559,5.749,C,16.076
1.567,-1.167,4.509,B,19.352
3.941,-1.626,8.007,B,29.427
3.530,-1.145,6.055,A,33.253
0.896,-1.711,9.050,B,23.940
3.645,-2.035,9.231,C,15.595
2.688,3.127,10.644,C,56.337
1.525,0.803,3.313,A,16.427
1.383,-2.804,4.933,A,20.675
5.043,0.262,11.350,A,53.151
2.697,0.579,5.214,C,23.564
3.695,1.350,4.867,A,35.047
4.926,2.760,6.498,B,20.960
4.198,-2.350,11.225,A,51.034
4.919,-1.772,7.925,B,20.765
3.565,-1.362,10.251,A,46.055
1.877,-2.910,12.375,A,44.499
3.501,-2.363,8.418,A,39.544
4.010,0.808,9.041,A,47.038
3.132,-2.274,10.679,A,44.185
4.087,-1.422,4.475,B,22.274
1.273,-3.051,9.997,A,34.770
1.646,2.255,6.291,B,15.172
2.518,0.229,10.454,A,45.458
3.657,-2.104,3.297,C,-1.016
4.511,-1.385,8.512,A,41.637
3.301,-0.845,3.730,C,7.214
3.544,-1.582,6.795,A,35.656
1.099,2.534,4.406,A,24.478
4.337,0.504,6.004,C,22.076
2.543,-3.122,9.825,A,36.425
3.647,-2.817,7.988,A,37.063
1.930,-1.402,3.097,A,17.706
2.711,-1.067,9.087,A,34.901
4.387,0.851,10.069,B,25.839
2.218,-1.444,7.363,B,22.489
4.052,2.488,6.798,A,42.586
2.713,2.368,10.673,A,44.316
2.743,-1.332,10.756,C,26.335
2.294,0.871,11.383,B,22.161
1.415,0.586,7.920,B,16.217
1.476,2.026,6.893,C,45.815
2.720,-1.230,10.994,C,34.917
2.569,1.794,7.183,A,33.290
1.156,1.047,9.256,B,20.262
1.846,0.742,8.249,A,27.387
2.840,-0.313,8.415,A,37.791
3.328,-2.145,9.065,B,23.177
3.364,-2.539,6.642,C,6.800
3.986,0.578,10.304,C,35.620
2.956,-0.936,4.135,A,27.779
4.166,-1.719,9.137,C,10.148
4.512,0.827,8.440,C,33.173
1.028,-2.802,6.201,C,3.994
4.770,-0.510,4.456,B,20.317
3.119,1.109,3.354,A,27.038
1.731,1.302,5.194,C,29.222
4.261,-2.050,2.804,A,25.726
1.777,1.794,2.936,A,17.161
1.825,-1.037,7.588,A,32.433
1.211,1.868,3.918,A,26.413
2.755,-0.909,11.885,C,34.877
4.009,0.222,12.109,C,32.787
4.084,-3.011,9.904,B,24.918
2.697,3.347,4.726,B,19.445
1.852,2.697,8.553,C,50.394
4.734,-1.259,7.270,B,23.969
1.843,-0.068,10.142,A,39.139
3.155,0.500,4.514,B,16.807
2.974,3.106,8.547,C,50.475
1.983,1.927,7.386,C,45.012
4.417,-2.251,4.829,B,20.877
2.722,0.494,5.323,A,33.234
4.592,-2.104,10.673,A,48.388
5.146,0.894,8.027,B,23.165
2.586,0.326,5.294,B,17.495
2.715,0.367,3.345,A,24.030
2.186,1.960,10.235,C,50.662
1.163,2.913,8.063,A,35.743
2.415,-1.200,10.263,C,24.827
2.928,2.568,2.993,A,29.249
2.698,-1.175,7.484,C,17.376
1.798,1.231,8.606,C,45.321
1.584,-0.538,8.146,B,16.244
4.911,-3.001,9.870,C,11.932
4.140,1.595,3.111,C,18.437
0.411,-3.069,5.268,B,15.860
1.029,0.634,9.449,A,33.619
4.611,-2.161,6.982,A,37.019
2.897,1.620,8.967,C,38.553
2.278,0.808,6.258,B,19.686
1.818,0.765,9.090,C,44.243
2.189,-0.112,9.855,C,37.831
1.131,0.134,7.344,B,14.389
3.297,-2.667,7.621,C,6.267
2.044,-1.125,2.718,B,9.327
2.863,-0.993,5.293,A,31.665
3.518,-2.095,8.813,B,23.682
4.385,2.288,6.620,A,47.917
1.410,2.557,11.580,C,58.246
4.324,-0.305,3.477,A,25.109
1.332,-1.602,2.885,B,14.105
3.893,-1.791,9.274,B,28.136
1.334,2.414,3.772,B,18.432
3.475,-0.579,6.031,B,21.652
3.083,-1.559,5.263,A,29.983
1.927,0.459,3.915,B,18.572
4.145,-0.417,3.497,C,10.750
4.893,1.934,5.488,B,23.118
1.753,1.175,5.894,C,36.764
5.070,2.440,10.189,B,29.197
3.043,2.339,11.488,A,48.376
1.909,-2.754,5.691,B,19.516
4.607,-0.495,5.898,C,10.443
4.723,2.610,5.747,A,41.206
2.046,-0.763,5.373,B,19.361
3.349,1.689,6.102,C,36.283
5.303,2.505,7.987,A,48.523
3.887,-1.605,3.710,A,27.581
3.538,2.048,4.064,B,19.472
2.277,2.990,10.004,B,20.802
4.140,2.730,7.481,B,24.287
2.548,-0.437,7.312,B,19.308
2.431,0.133,7.715,B,18.312
2.896,0.029,5.095,C,22.775
3.434,0.120,5.466,A,28.393
3.265,-0.617,11.088,B,26.350
2.428,0.490,11.126,B,25.821
5.322,2.209,5.461,B,19.877
1.903,-0.823,8.687,C,26.736
4.799,1.018,3.279,C,17.735
3.458,-0.358,3.850,A,27.566
2.794,1.171,7.412,C,31.090
1.760,-2.614,5.170,B,14.177
2.677,-1.136,8.568,C,26.208
4.841,0.782,9.189,A,52.488
4.951,0.778,4.122,C,15.950
3.994,0.742,9.010,B,25.354
4.622,-0.722,11.121,C,27.065
3.880,-0.125,3.338,C,10.033
1.456,-1.467,9.083,A,37.101
3.630,-3.171,11.725,C,13.107
4.382,-0.353,4.334,C,13.707
1.263,-1.716,5.171,A,19.195
5.012,1.612,7.143,A,44.145
3.497,2.517,9.790,A,40.384
2.742,2.115,3.581,C,25.127
2.436,0.428,10.137,B,19.759
3.290,1.927,10.916,C,44.922
4.529,0.892,3.812,C,16.690
3.886,1.482,3.552,B,18.995
2.306,0.404,11.330,B,21.495
1.968,-3.109,10.397,C,21.403
4.439,-1.954,3.937,C,-2.579
4.492,1.812,9.695,C,35.689
2.203,-1.256,7.159,C,21.036
1.227,0.889,6.523,A,30.103
1.820,-2.636,7.133,A,26.875
1.636,0.865,4.330,A,22.063
3.288,0.522,8.332,A,40.222
1.515,2.638,6.744,A,29.356
5.160,-2.497,8.608,C,6.111
0.979,-0.696,12.305,A,40.070
2.670,1.691,11.663,B,24.533
2.025,1.607,10.571,A,46.502
4.363,1.043,5.290,B,16.903
4.371,-1.596,5.167,B,19.416
1.082,-1.745,3.300,C,9.656
5.120,2.273,10.192,A,54.123
2.188,2.735,5.856,B,16.961
3.867,-2.347,5.630,B,21.987
3.277,0.755,11.827,A,51.816
3.053,1.254,10.757,A,48.447
2.072,1.718,3.152,C,31.684
2.689,-0.909,6.866,B,15.657
